id;username;Country;Global Ranking;Country Ranking;pp;Level;Medals;Total Play Time;Followers;Mapping Subscribers;Joined;Plays With;Forum Posts;Comments;Ranked Score;Hit Accuracy;Play Count;Total Score;Total Hits;Maximum Combo;Replays Watched by Others;XH_count;X_count;SH_count;S_count;A_count;url
63255;DisownedPenny;United States;-;-;0;7;0;1.33;0;0;2009-01-18T17:13:07.000Z;;0;0;1070060;0,8069;37;2747786;3175;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63255/osu
63256;xReitaliax;Italy;-;-;0;29;1;31;5;0;2009-01-18T17:19:22.000Z;;0;0;47712392;0,8994;104;170454667;110771;529;0;0;2;0;11;28;https://osu.ppy.sh/users/63256/osu
63257;CatStar_old;United States;-;-;0;10;1;0.77;0;0;2009-01-18T17:24:25.000Z;;0;0;2775108;0,8295;23;7749211;7046;340;0;0;0;0;0;3;https://osu.ppy.sh/users/63257/osu
63259;xRiox_old;Hungary;-;-;0;0;5;63;0;0;2009-01-18T17:29:51.000Z;;0;0;737807499;0,9849;1757;1243403896;269848;0;18;0;67;0;408;81;https://osu.ppy.sh/users/63259/osu
63260;SuzuneAyasato;Austria;-;-;0;6;0;0.62;1;0;2009-01-18T17:38:21.000Z;;0;0;891916;0,7391;19;1293077;2109;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63260/osu
63261;Grogata_Limp;Russian Federation;-;-;0;80;14;249;5;0;2009-01-18T17:41:45.000Z;;4;0;696121826;0,9632;9338;3458612094;1054192;726;331;5;13;18;195;170;https://osu.ppy.sh/users/63261/osu
63262;6072111;Taiwan;-;-;0;7;0;3;0;0;2009-01-18T17:51:13.000Z;;0;0;662874;0,7309;101;2169266;4215;56;0;0;0;0;0;0;https://osu.ppy.sh/users/63262/osu
63264;R4z0r1989;Germany;-;-;0;0;1;14;0;0;2009-01-18T18:02:33.000Z;;0;0;4927944;0,8512;395;24431143;22484;0;0;0;2;0;1;5;https://osu.ppy.sh/users/63264/osu
63266;abcdef_old;Spain;-;-;0;83;30;165;52;0;2009-01-18T18:08:58.000Z;;2;0;1532579139;0,9662;8377;3801430089;1310747;1157;6;6;43;12;335;747;https://osu.ppy.sh/users/63266/osu
63267;Per_aspera_ad_astra;Italy;-;-;0;0;0;2;0;0;2009-01-18T18:28:29.000Z;;0;0;4730423;0,9966;49;14477414;3727;0;17;1;2;0;3;0;https://osu.ppy.sh/users/63267/osu
63268;aceman0;United States;-;-;0;15;2;9;0;0;2009-01-18T18:31:57.000Z;;0;0;8454958;0,8762;249;22590126;14062;0;0;0;0;0;8;5;https://osu.ppy.sh/users/63268/osu
63269;jessikita_old;Peru;-;-;0;0;0;0.75;1;0;2009-01-18T18:41:13.000Z;;0;0;198218;0,6438;21;409247;975;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63269/osu
63272;Snack5678;Russian Federation;-;-;0;0;1;17;0;0;2009-01-18T18:58:01.000Z;;0;0;6139340;0,9092;473;109396258;48577;0;0;0;1;0;2;2;https://osu.ppy.sh/users/63272/osu
63274;iceglacier1;United States;-;-;0;63;5;81;0;0;2009-01-18T19:13:30.000Z;;0;0;444968179;0,9122;5661;1678371320;888542;744;0;0;1;0;28;81;https://osu.ppy.sh/users/63274/osu
63275;angel5432_old;Canada;-;-;0;0;0;4;0;0;2009-01-18T19:13:42.000Z;;0;0;3750602;0,8778;108;10596171;7644;0;0;0;0;0;1;9;https://osu.ppy.sh/users/63275/osu
63276;Prettycatchy;Canada;-;-;0;10;0;2;0;0;2009-01-18T19:13:56.000Z;;0;0;2331484;0,8474;58;6542748;5145;0;0;0;0;0;1;2;https://osu.ppy.sh/users/63276/osu
63278;Watdouwantxp;United States;-;-;0;0;0;1.0;0;0;2009-01-18T19:21:55.000Z;;0;0;20544;0,8412;28;1087176;1544;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63278/osu
63279;AnthemHero;United States;-;-;0;4;0;0.32;0;0;2009-01-18T19:33:39.000Z;;0;0;79868;0,7198;23;51224;1241;33;0;0;0;0;0;0;https://osu.ppy.sh/users/63279/osu
63280;edvin14;Norway;-;-;0;0;2;12;0;0;2009-01-18T19:41:57.000Z;;0;0;39284908;0,8892;333;186927456;63227;0;0;0;0;0;3;16;https://osu.ppy.sh/users/63280/osu
63281;KyougiRyu;United States;-;-;0;19;2;11;7;0;2009-01-18T20:08:42.000Z;Mouse;0;0;18164451;0,868;332;45418693;39046;335;0;0;0;0;4;11;https://osu.ppy.sh/users/63281/osu
63283;AchtungBaby_old;United Kingdom;-;-;0;0;0;0.93;0;0;2009-01-18T20:13:39.000Z;;0;0;1102960;0,8919;26;2595177;3626;0;0;0;0;0;1;2;https://osu.ppy.sh/users/63283/osu
63285;RhythmMeister;United Kingdom;-;-;0;0;0;2;0;0;2009-01-18T20:22:37.000Z;;0;0;458;0,607;44;697036;1863;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63285/osu
63286;mareximo;Estonia;-;-;0;35;2;17;1;0;2009-01-18T20:35:18.000Z;Mouse, Keyboard;0;0;98085444;0,9575;904;300415990;100998;601;0;0;4;0;33;39;https://osu.ppy.sh/users/63286/osu
63287;sophiecampbell;United States;-;-;0;0;0;10;1;0;2009-01-18T20:48:47.000Z;;0;0;9728172;0,8577;270;44277832;27002;0;0;0;1;0;5;5;https://osu.ppy.sh/users/63287/osu
63290;Danierusan_old;Chile;-;-;0;41;10;54;2;0;2009-01-18T21:07:39.000Z;;0;0;127191691;0,9478;196;474730538;243496;782;0;0;3;0;28;76;https://osu.ppy.sh/users/63290/osu
63298;Bolillo123_old;Mexico;-;-;0;12;2;0.97;0;0;2009-01-18T21:34:44.000Z;;0;0;1247130;0,6497;31;11568359;10083;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63298/osu
63300;blitzfaciat;Canada;-;-;0;28;1;9;0;0;2009-01-18T21:41:07.000Z;;0;0;105147938;0,892;261;149122971;54646;285;0;0;0;0;10;40;https://osu.ppy.sh/users/63300/osu
63301;bejuco;El Salvador;-;-;0;41;1;45;3;0;2009-01-18T21:41:30.000Z;;0;0;127402579;0,9094;3367;453252549;239986;706;0;0;1;0;18;40;https://osu.ppy.sh/users/63301/osu
63302;_Mookie_;France;-;-;0;0;1;0.07;0;0;2009-01-18T21:47:33.000Z;;0;0;11622;0,6743;2;284612;844;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63302/osu
63303;Infinite-one;United States;-;-;0;0;0;3;0;0;2009-01-18T21:54:21.000Z;;0;0;781182;0,8638;82;4260058;4373;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63303/osu
63304;Schiffer4;Canada;-;-;0;18;3;3;5;0;2009-01-18T22:03:16.000Z;Keyboard;1;0;6710568;0,8148;121;37547630;19;239;0;0;0;0;0;5;https://osu.ppy.sh/users/63304/osu
63310;soulrush_old;Chile;-;-;0;0;1;6;0;0;2009-01-18T22:41:47.000Z;;0;0;8749258;0,8513;165;53410388;21257;0;0;0;0;0;1;2;https://osu.ppy.sh/users/63310/osu
63312;DahliaWilder;Argentina;-;-;0;65;1;129;0;0;2009-01-18T22:49:23.000Z;;0;0;340327110;0,9785;4647;1823289317;644348;631;1;0;11;1;99;133;https://osu.ppy.sh/users/63312/osu
63313;KCK_old;United States;-;-;0;0;0;4;0;0;2009-01-18T22:54:24.000Z;;0;0;3470822;0,817;111;8253857;10932;0;0;0;0;0;0;4;https://osu.ppy.sh/users/63313/osu
63315;luckytimes3;Netherlands;-;-;0;17;0;11;1;0;2009-01-18T22:58:40.000Z;;0;0;11578157;0,8304;302;32008807;26765;0;0;0;0;0;1;5;https://osu.ppy.sh/users/63315/osu
63316;Rhinobane;United States;-;-;0;0;0;2;0;0;2009-01-18T23:01:28.000Z;;0;0;296342;0,7996;48;1923133;3315;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63316/osu
63320;CarrotBird;Canada;-;-;0;0;0;0.38;0;0;2009-01-18T23:24:09.000Z;;0;0;183736;0,7879;11;704097;1382;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63320/osu
63322;Suzumiyaandy;United States;-;-;0;3;0;0.12;0;0;2009-01-18T23:26:13.000Z;;0;0;169916;0,7978;8;207326;388;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63322/osu
63323;koporgutz;Australia;-;-;0;13;1;5;1;0;2009-01-18T23:35:28.000Z;;0;0;7501071;0,86;149;14349899;16074;0;0;0;0;0;2;6;https://osu.ppy.sh/users/63323/osu
63324;xXOEmiiOXx;United States;-;-;0;0;0;8;1;0;2009-01-18T23:46:07.000Z;;0;0;4970406;0,7528;211;14311262;22171;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63324/osu
63325;SeBaGo;Chile;-;-;0;20;1;12;3;0;2009-01-18T23:50:54.000Z;;0;0;19996515;0,8003;448;56702466;85317;241;0;0;0;0;3;2;https://osu.ppy.sh/users/63325/osu
63326;Mitchuk;United States;-;-;0;16;0;9;0;0;2009-01-18T23:55:28.000Z;;0;0;5177546;0,842;279;30862194;22003;254;0;0;1;0;2;3;https://osu.ppy.sh/users/63326/osu
63327;DarkKnight554;Argentina;-;-;0;39;4;25;4;0;2009-01-18T23:58:53.000Z;;0;0;128644861;0,9318;1168;390421111;155666;753;0;0;4;0;43;64;https://osu.ppy.sh/users/63327/osu
63329;kaozer_old;Canada;-;-;0;0;0;0.97;1;0;2009-01-19T00:22:56.000Z;;0;0;1071717;0,6075;27;1547530;3432;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63329/osu
63331;Lareina_old;Spain;-;-;0;17;0;7;1;0;2009-01-19T00:25:47.000Z;;0;0;15590602;0,8359;205;34957209;28129;0;0;0;0;0;2;7;https://osu.ppy.sh/users/63331/osu
63332;mogimus;Singapore;-;-;0;18;1;12;1;0;2009-01-19T00:28:58.000Z;;0;0;8762681;0,8081;473;38501539;44466;277;0;0;0;0;1;5;https://osu.ppy.sh/users/63332/osu
63333;StewieJr_old;United States;-;-;0;15;3;3;0;0;2009-01-19T00:37:50.000Z;;0;0;8752622;0,827;209;21391008;19617;279;0;0;0;0;0;3;https://osu.ppy.sh/users/63333/osu
63335;Yn-Just;China;-;-;0;0;0;2;0;0;2009-01-19T00:53:09.000Z;;1;0;1713318;0,8011;56;4988066;5521;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63335/osu
63337;redrumcarebear;United States;-;-;0;0;0;0.6;0;0;2009-01-19T00:56:50.000Z;;0;0;115749;0,4364;17;245437;938;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63337/osu
63340;Raidou Saijo;United States;-;-;0;54;5;58;178;0;2009-01-19T01:02:45.000Z;Mouse;15;0;359692237;0,9698;2379;1063423641;336014;680;0;0;26;0;163;155;https://osu.ppy.sh/users/63340/osu
63339;Nemo_old;United Kingdom;-;-;0;12;0;2;0;0;2009-01-19T01:00:14.000Z;;0;0;3618398;0,8593;71;11506836;9385;0;0;0;0;0;2;3;https://osu.ppy.sh/users/63339/osu
63346;Blackstone_old;United States;-;-;0;0;0;0.75;0;0;2009-01-19T01:42:21.000Z;;0;0;79734;0,7645;21;733518;1194;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63346/osu
63351;nsane;United States;610504;110013;1456;89;12;248;15;0;2009-01-19T02:41:20.000Z;Mouse, Keyboard;77;0;1659712384;0,9653;9971;4773526538;1572162;1087;2;0;21;2;200;667;https://osu.ppy.sh/users/63351/osu
63352;TheDog_old;Mexico;-;-;0;17;4;2;3;0;2009-01-19T02:49:26.000Z;;0;0;9965680;0,8071;84;33022317;12972;361;0;0;0;0;2;1;https://osu.ppy.sh/users/63352/osu
63355;Simba;United States;404625;76065;2188;97;26;341;15;0;2009-01-19T03:06:22.000Z;Mouse, Keyboard, Tablet;4;0;1180135963;0,9299;34765;9702113531;3645934;992;2;2;0;8;43;239;https://osu.ppy.sh/users/63355/osu
63360;kyolovesky;Taiwan;-;-;0;9;3;2;0;0;2009-01-19T03:38:36.000Z;;0;0;2788694;0,8104;42;4542300;3998;136;0;0;0;0;0;3;https://osu.ppy.sh/users/63360/osu
63365;nitroglycerinexplode;United States;-;-;0;89;33;146;0;1;2009-01-19T04:33:10.000Z;Tablet;0;0;1363775465;0,9509;6942;4732861999;1030129;1028;1;4;18;1;384;235;https://osu.ppy.sh/users/63365/osu
63367;PooGii;Canada;-;-;0;0;1;2;0;0;2009-01-19T04:50:44.000Z;;0;0;6816842;0,8232;47;8208595;1003;0;0;0;0;0;1;1;https://osu.ppy.sh/users/63367/osu
63368;yuki780706;Taiwan;-;-;0;0;0;1.43;0;0;2009-01-19T05:03:53.000Z;;0;0;3902;0,6005;40;40266;923;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63368/osu
63369;Imilman;Russian Federation;-;-;0;19;7;2;0;0;2009-01-19T05:20:35.000Z;;0;0;15260148;0,8754;69;49031424;20241;55;0;0;0;0;4;18;https://osu.ppy.sh/users/63369/osu
63371;tulocu;Mexico;-;-;0;4;0;1.05;0;0;2009-01-19T05:26:29.000Z;;0;0;5608;0,5402;30;525956;1049;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63371/osu
63374;dimenor89;Japan;-;-;0;0;0;4;0;0;2009-01-19T05:55:48.000Z;;0;0;9044154;0,8975;115;12788116;11684;0;0;0;0;0;6;14;https://osu.ppy.sh/users/63374/osu
63376;wk709911467;China;-;-;0;13;0;5;0;0;2009-01-19T06:10:14.000Z;;0;0;5530116;0,7571;156;14198683;15619;88;0;0;0;0;1;3;https://osu.ppy.sh/users/63376/osu
63377;Xerafyrus;China;-;-;0;4;0;0.05;0;0;2009-01-19T06:33:31.000Z;;0;0;193566;0,7882;4;656411;779;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63377/osu
63379;wizkid98;United States;-;-;0;21;3;18;1;0;2009-01-19T07:08:11.000Z;;0;0;15208060;0,8864;580;66695510;544;450;0;0;0;0;4;12;https://osu.ppy.sh/users/63379/osu
63380;jccg20103;China;-;-;0;45;8;28;0;0;2009-01-19T07:12:56.000Z;;0;0;110766262;0,8519;2098;619060135;271266;679;0;0;0;0;3;25;https://osu.ppy.sh/users/63380/osu
63382;hjhkym321;South Korea;-;-;0;16;0;4;0;0;2009-01-19T07:30:46.000Z;;0;0;6720396;0,8321;161;27908203;18756;0;0;0;0;0;0;3;https://osu.ppy.sh/users/63382/osu
63383;platinumrecon;Philippines;-;-;0;26;4;12;22;0;2009-01-19T07:38:24.000Z;;1;0;16682959;0,8543;1074;123655114;87674;397;0;0;0;1;1;11;https://osu.ppy.sh/users/63383/osu
63385;jung dal;South Korea;-;-;0;9;0;2;0;0;2009-01-19T07:42:09.000Z;;0;0;1680278;0,7449;61;5145364;7;44;0;0;0;0;0;1;https://osu.ppy.sh/users/63385/osu
63386;[whm]lukas;South Korea;-;-;0;46;3;29;5;0;2009-01-19T08:03:39.000Z;Mouse;0;0;169016176;0,9316;1228;643578964;238445;628;0;0;0;0;14;105;https://osu.ppy.sh/users/63386/osu
63388;Koutakun;Italy;-;-;0;59;2;223;3;0;2009-01-19T08:25:25.000Z;;0;0;175746990;0,944;6754;1402291622;69118;344;38;0;2;11;22;56;https://osu.ppy.sh/users/63388/osu
63391;cby112288;China;-;-;0;14;0;4;0;0;2009-01-19T08:55:52.000Z;;0;0;3941490;0,8408;222;19435058;19361;177;0;0;0;0;0;3;https://osu.ppy.sh/users/63391/osu
63392;fsowl602;Taiwan;-;-;0;0;0;2;0;0;2009-01-19T09:11:58.000Z;;0;0;1732624;0,7909;57;3582160;4753;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63392/osu
63394;ruojie;China;-;-;0;0;0;1.43;0;0;2009-01-19T09:25:52.000Z;;0;0;457348;0,878;40;3498448;3471;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63394/osu
63396;S30419;Taiwan;-;-;0;0;0;4;0;0;2009-01-19T09:40:05.000Z;;0;0;1807156;0,758;112;4806494;6646;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63396/osu
63398;andy7890;Taiwan;-;-;0;39;5;11;3;0;2009-01-19T09:53:38.000Z;;0;0;246143633;0,9623;352;401075458;71195;958;9;0;3;4;60;37;https://osu.ppy.sh/users/63398/osu
63400;RichardY_old;China;-;-;0;21;0;7;0;0;2009-01-19T10:07:15.000Z;;0;0;10782730;0,8074;197;65512961;33268;438;0;0;0;0;0;4;https://osu.ppy.sh/users/63400/osu
63401;Kerensa;Australia;8116;2063;5232;100;65;1,123;188;2;2009-01-19T10:12:35.000Z;Keyboard, Tablet;167;0;30663966436;0,9901;44982;82952500946;10290714;4051;933;32;354;190;2793;1789;https://osu.ppy.sh/users/63401/osu
63406;Allen_old;Taiwan;-;-;0;7;0;2;0;0;2009-01-19T10:37:31.000Z;;0;0;1677948;0,7593;71;2996906;4721;73;0;0;0;0;0;1;https://osu.ppy.sh/users/63406/osu
63407;hsiang50510;Taiwan;-;-;0;0;0;3;1;0;2009-01-19T10:50:20.000Z;;0;0;1156780;0,8425;71;2694668;4481;0;0;0;1;0;0;2;https://osu.ppy.sh/users/63407/osu
63408;Attack0;China;-;-;0;0;0;5;0;0;2009-01-19T11:03:26.000Z;;0;0;4101246;0,821;139;13892264;10586;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63408/osu
63409;rainy_morning;Australia;-;-;0;24;0;11;6;0;2009-01-19T11:05:54.000Z;;0;0;38615996;0,8553;450;90668949;52384;349;0;0;0;0;2;15;https://osu.ppy.sh/users/63409/osu
63413;3tho0oby;United Arab Emirates;-;-;0;0;0;5;0;0;2009-01-19T11:19:04.000Z;;0;0;10284038;0,8459;151;15430095;18794;0;0;0;0;0;5;13;https://osu.ppy.sh/users/63413/osu
63414;azeropunk;Hong Kong;-;-;0;15;0;8;0;0;2009-01-19T11:22:44.000Z;;0;0;6011960;0,885;228;25484522;15683;0;0;0;0;0;5;5;https://osu.ppy.sh/users/63414/osu
63416;Mangosta -;Spain;-;-;0;24;1;22;4;0;2009-01-19T11:48:19.000Z;;0;0;22758470;0,8757;621;90844471;49581;188;0;0;0;0;8;11;https://osu.ppy.sh/users/63416/osu
63421;manectric_old;Poland;-;-;0;0;0;3;0;0;2009-01-19T12:27:59.000Z;;0;0;1267293;0,8422;78;5575974;6111;0;0;0;0;1;1;0;https://osu.ppy.sh/users/63421/osu
63423;wennis_old;China;-;-;0;9;0;2;0;0;2009-01-19T12:33:42.000Z;;0;0;1637942;0,8241;67;5380056;5818;0;0;0;0;0;0;3;https://osu.ppy.sh/users/63423/osu
63425;MATATLA;China;-;-;0;0;0;3;1;0;2009-01-19T12:39:15.000Z;;0;0;2281890;0,829;78;7701460;8243;0;0;0;0;0;0;4;https://osu.ppy.sh/users/63425/osu
63426;poyenjoe;Taiwan;-;-;0;0;0;0.6;0;0;2009-01-19T12:47:27.000Z;;0;0;380468;0,8329;17;515346;772;0;0;0;0;0;0;2;https://osu.ppy.sh/users/63426/osu
63427;shiling324;China;-;-;0;0;0;4;0;0;2009-01-19T12:48:46.000Z;;0;0;3328822;0,7427;123;6734904;8597;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63427/osu
63431;xxxzze891294;Taiwan;-;-;0;0;0;8;0;0;2009-01-19T13:02:42.000Z;;0;0;3743498;0,8219;210;22967215;20574;0;0;0;0;0;1;1;https://osu.ppy.sh/users/63431/osu
63433;a601292929;Taiwan;-;-;0;25;0;14;1;0;2009-01-19T13:08:59.000Z;;0;0;29128913;0,8553;554;102644854;73443;465;0;0;0;0;0;11;https://osu.ppy.sh/users/63433/osu
63434;aniakamila1414;Poland;-;-;0;70;6;73;10;0;2009-01-19T13:14:34.000Z;;0;0;854534655;0,9788;5474;2292360442;478951;858;23;0;59;3;314;93;https://osu.ppy.sh/users/63434/osu
63437;snakeSNAKE_old;Taiwan;-;-;0;0;0;0.6;0;0;2009-01-19T13:20:46.000Z;;0;0;42809;0,8558;17;1066694;1267;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63437/osu
63447;DHRJ;Netherlands;-;-;0;15;0;8;0;0;2009-01-19T14:17:59.000Z;;0;0;8186269;0,7574;285;22957775;29542;300;0;0;0;0;1;2;https://osu.ppy.sh/users/63447/osu
63450;sxrsxr;China;-;-;0;22;0;15;1;0;2009-01-19T14:45:38.000Z;;1;0;20306643;0,9387;451;71047625;5307;191;0;1;3;0;9;4;https://osu.ppy.sh/users/63450/osu
63455;Cranium_99;Indonesia;-;-;0;53;9;167;2;0;2009-01-19T15:40:32.000Z;;1;0;98331430;0,9726;5395;1003067914;398881;692;4;0;2;4;50;33;https://osu.ppy.sh/users/63455/osu
63456;spring1993;China;-;-;0;10;1;2;0;0;2009-01-19T15:47:57.000Z;;0;0;5309020;0,8788;68;7966243;14304;60;0;0;0;0;2;6;https://osu.ppy.sh/users/63456/osu
63457;Jowser_old;Spain;-;-;0;12;2;0.4;0;0;2009-01-19T15:48:50.000Z;;0;0;3199834;0,8465;13;11147194;6179;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63457/osu
63459;tougi_old;Finland;-;-;0;21;1;14;2;0;2009-01-19T15:52:07.000Z;;1;0;23607175;0,9041;472;65506162;44699;285;0;0;1;1;2;19;https://osu.ppy.sh/users/63459/osu
63463;HNPsquared;United States;-;-;0;0;1;0.0;0;0;2009-01-19T16:22:51.000Z;;0;0;1285;0,7826;0;267744;205;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63463/osu
63464;jacksonth521;Taiwan;-;-;0;26;3;12;6;0;2009-01-19T16:26:14.000Z;;0;0;62487056;0,9534;532;121825145;55955;564;0;0;3;0;39;45;https://osu.ppy.sh/users/63464/osu
63466;romer-;Brazil;-;-;0;0;0;3;0;0;2009-01-19T16:38:45.000Z;;0;0;3371928;0,8833;71;7612962;4171;0;0;0;0;0;2;3;https://osu.ppy.sh/users/63466/osu
63465;TexHoyer;United States;-;-;0;17;1;3;3;0;2009-01-19T16:30:28.000Z;;0;0;24229058;0,869;111;31895281;1618;732;0;0;0;0;3;9;https://osu.ppy.sh/users/63465/osu
63468;a24623570;Taiwan;-;-;0;4;0;0.37;1;0;2009-01-19T17:07:21.000Z;;0;0;24225;0,6379;14;67548;1559;60;0;0;0;0;0;0;https://osu.ppy.sh/users/63468/osu
63469;rompeconcha;Chile;-;-;0;20;1;10;3;0;2009-01-19T17:07:24.000Z;;0;0;28008346;0,8156;276;54497797;43159;201;1;0;0;0;2;6;https://osu.ppy.sh/users/63469/osu
63471;hellgoal;Taiwan;-;-;0;19;0;11;0;0;2009-01-19T17:48:32.000Z;;0;0;11735056;0,8437;396;44878820;40176;204;0;0;1;0;1;5;https://osu.ppy.sh/users/63471/osu
63473;showbeller;China;-;-;0;16;0;20;0;0;2009-01-19T17:52:20.000Z;;0;0;6697700;0,7674;630;28851984;38059;129;0;0;0;0;0;1;https://osu.ppy.sh/users/63473/osu
63475;Frosted_old;Netherlands;-;-;0;0;2;8;0;0;2009-01-19T18:10:47.000Z;;0;0;51362652;0,9477;208;88638698;24749;0;0;0;0;0;11;16;https://osu.ppy.sh/users/63475/osu
63476;hertsa;Finland;-;-;0;0;1;0.6;0;0;2009-01-19T18:11:14.000Z;;0;0;1335934;0,7549;17;4812375;3922;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63476/osu
63479;ken653;Taiwan;-;-;0;12;0;3;3;0;2009-01-19T18:35:44.000Z;;0;0;6205366;0,8313;147;11944340;13394;243;0;0;0;0;0;5;https://osu.ppy.sh/users/63479/osu
63480;Pathku;Lithuania;-;-;0;0;0;0.47;0;0;2009-01-19T18:52:53.000Z;;0;0;460761;0,6869;13;2314089;2551;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63480/osu
63481;ToPoLoNaAaA;Italy;-;-;0;64;1;109;11;0;2009-01-19T18:53:17.000Z;;0;0;544652352;0,9487;315;1803115351;693092;341;2;0;5;4;50;211;https://osu.ppy.sh/users/63481/osu
63482;Falcolm_old;United States;-;-;0;3;2;0.1;1;0;2009-01-19T18:59:04.000Z;;0;0;11314;0;3;229708;1057;4;0;0;0;0;0;0;https://osu.ppy.sh/users/63482/osu
63484;xyz1104;Taiwan;-;-;0;7;1;0.87;0;0;2009-01-19T19:16:48.000Z;;0;0;1351328;0,7738;38;2827121;3179;132;0;0;0;0;0;1;https://osu.ppy.sh/users/63484/osu
63487;selfantasy;China;-;-;0;12;1;2;0;0;2009-01-19T19:46:18.000Z;;0;0;3075086;0,7756;48;10889329;11581;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63487/osu
63490;Xx_ilde_xX;Spain;-;-;0;5;0;0.7;0;0;2009-01-19T20:24:54.000Z;;0;0;346682;0,6577;55;1241418;255;100;0;0;0;0;0;0;https://osu.ppy.sh/users/63490/osu
63491;TsunadesBitch;United States;-;-;0;0;1;1.03;0;0;2009-01-19T20:39:47.000Z;;0;0;453188;0,6645;29;11693249;7238;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63491/osu
63495;[Shizu]_old;Chile;-;-;0;8;0;4;2;0;2009-01-19T21:23:29.000Z;;0;0;941208;0,7739;109;4220194;5881;0;0;0;0;0;0;1;https://osu.ppy.sh/users/63495/osu
63496;Tokk_old;France;-;-;0;28;1;28;0;0;2009-01-19T21:24:42.000Z;;0;0;66907433;0,8832;840;146177403;101822;356;0;0;0;0;2;20;https://osu.ppy.sh/users/63496/osu
63497;kaotikshadowz;United States;-;-;0;0;0;2;0;0;2009-01-19T21:41:36.000Z;;0;0;9815;0,6798;66;1993566;4166;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63497/osu
63498;Pandoku;Canada;-;-;0;22;1;23;0;0;2009-01-19T21:55:52.000Z;;0;0;29786428;0,8412;630;74443334;84119;0;0;0;0;0;0;8;https://osu.ppy.sh/users/63498/osu
63499;HeyHey_old;Australia;-;-;0;0;1;0.03;0;0;2009-01-19T21:57:22.000Z;;0;0;14741;0,6833;1;579878;436;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63499/osu
63500;MiNDiM;Russian Federation;-;-;0;25;1;18;0;0;2009-01-19T21:58:07.000Z;;0;0;22604155;0,896;574;103365311;45806;309;0;0;1;0;6;22;https://osu.ppy.sh/users/63500/osu
63501;Yamato_Renpachi;Chile;-;-;0;0;0;17;0;0;2009-01-19T22:12:34.000Z;;0;0;25885604;0,8596;469;61632147;56644;0;0;0;0;0;4;16;https://osu.ppy.sh/users/63501/osu
63502;zeucron;Chile;-;-;0;0;0;0.75;0;0;2009-01-19T22:16:27.000Z;;0;0;7067;0,4766;21;1211890;1678;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63502/osu
63505;jewdudewtf;United States;-;-;0;18;0;5;0;0;2009-01-19T22:22:50.000Z;Mouse, Keyboard;0;0;7914326;0,8271;182;41613888;22679;491;0;0;0;0;0;1;https://osu.ppy.sh/users/63505/osu
63513;Tyr4eL;Chile;-;-;0;26;1;16;2;0;2009-01-19T23:12:45.000Z;;0;0;50070326;0,9005;752;118482752;82305;577;0;0;0;0;4;40;https://osu.ppy.sh/users/63513/osu
63517;drengrish;United States;-;-;0;0;0;0.78;0;0;2009-01-19T23:48:15.000Z;;0;0;89936;0,8839;22;952055;1593;0;0;0;0;0;0;0;https://osu.ppy.sh/users/63517/osu
63518;DarkNaru_old;Chile;-;-;0;0;0;8;0;0;2009-01-19T23:52:47.000Z;;0;0;2899040;0,9359;211;19791834;13335;0;0;0;0;1;4;4;https://osu.ppy.sh/users/63518/osu
63519;SnakeManEXE;United States;-;-;0;4;0;0.3;2;0;2009-01-19T23:53:11.000Z;;0;0;152697;0,6317;14;397069;940;78;0;0;0;0;0;0;https://osu.ppy.sh/users/63519/osu
