id;username;Country;Global Ranking;Country Ranking;pp;Level;Medals;Total Play Time;Followers;Mapping Subscribers;Joined;Plays With;Forum Posts;Comments;Ranked Score;Hit Accuracy;Play Count;Total Score;Total Hits;Maximum Combo;Replays Watched by Others;XH_count;X_count;SH_count;S_count;A_count;url
18055;hugohst;Brazil;-;-;0;0;0;0.78;0;0;2008-07-21T23:01:44.000Z;;0;0;37162;0,8514;22;1014228;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18055/osu
18057;KyuPoP;United States;-;-;0;0;0;3;0;0;2008-07-21T23:27:12.000Z;;0;0;2446285;0,7598;76;3748490;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18057/osu
18060;Saturn_old;Taiwan;-;-;0;98;17;1,228;74;1;2008-07-21T23:48:43.000Z;Keyboard;10;0;2990450972;0,9846;41012;16321725799;4058994;175;2504;1183;231;72;967;37;https://osu.ppy.sh/users/18060/osu
18061;brock200495;Taiwan;-;-;0;0;0;18;0;0;2008-07-21T23:52:24.000Z;;0;0;4450866;0,832;491;31114668;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18061/osu
18062;fudoqi;China;-;-;0;0;1;15;0;0;2008-07-21T23:59:59.000Z;;0;0;17254928;0,8902;419;106644454;0;0;0;0;1;0;4;4;https://osu.ppy.sh/users/18062/osu
18063;Haruhi_old;Spain;-;-;0;65;11;111;7;0;2008-07-22T00:00:55.000Z;;0;0;573963330;0,9321;5138;1838656187;863786;1131;1;7;89;25;165;287;https://osu.ppy.sh/users/18063/osu
18065;PackzZ;Brazil;-;-;0;13;0;2;0;0;2008-07-22T00:43:27.000Z;;0;0;9876360;0,8499;155;17234125;15096;233;0;0;0;0;1;5;https://osu.ppy.sh/users/18065/osu
18069;angelorpheus;Italy;-;-;0;10;1;2;0;0;2008-07-22T01:23:01.000Z;;0;0;4670722;0,8273;77;7463718;4897;231;0;0;0;0;1;1;https://osu.ppy.sh/users/18069/osu
18071;zlyny;China;-;-;0;15;0;8;0;0;2008-07-22T01:37:18.000Z;;0;0;11006629;0,8037;240;23425186;3051;126;0;0;0;0;1;2;https://osu.ppy.sh/users/18071/osu
18072;Pollogo;Canada;-;-;0;0;0;2;0;0;2008-07-22T01:38:10.000Z;;0;0;82747;0,6514;51;2051736;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18072/osu
18079;Gurren_old;Hong Kong;-;-;0;0;0;4;0;0;2008-07-22T02:01:19.000Z;;0;0;3599513;0,7531;103;8695849;10964;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18079/osu
18081;jayhahaha;Hong Kong;-;-;0;25;3;18;0;0;2008-07-22T02:05:40.000Z;;0;0;84241901;0,8645;533;106959682;63135;501;1;0;0;0;30;82;https://osu.ppy.sh/users/18081/osu
18082;psa_yuanz;China;-;-;0;0;0;2;0;0;2008-07-22T02:09:57.000Z;;0;0;2122590;0,7984;49;3462134;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18082/osu
18083;xcico;China;-;-;0;0;0;0.72;0;0;2008-07-22T02:13:01.000Z;;0;0;0;0;20;90234;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18083/osu
18085;iorivskyo1;China;-;-;0;0;0;2;0;0;2008-07-22T02:47:48.000Z;;0;0;4221;0,7217;46;2405904;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18085/osu
18086;wch88261226;China;-;-;0;0;0;12;0;0;2008-07-22T02:48:20.000Z;;0;0;8068985;0,8314;320;30499420;0;0;0;0;0;0;1;6;https://osu.ppy.sh/users/18086/osu
18088;wpyuri007;China;-;-;0;19;1;10;0;0;2008-07-22T03:29:00.000Z;;0;0;19673726;0,8493;435;46911857;40623;278;0;0;0;0;4;9;https://osu.ppy.sh/users/18088/osu
18092;Crackerjack_old;United States;-;-;0;0;0;2;0;0;2008-07-22T04:03:21.000Z;;0;0;5981728;0,8948;69;7795220;0;0;0;0;3;0;1;13;https://osu.ppy.sh/users/18092/osu
18094;Inspecta;United States;-;-;0;0;0;2;0;0;2008-07-22T04:08:28.000Z;Tablet;0;0;5992109;0,9029;55;8478977;0;0;0;0;1;0;2;9;https://osu.ppy.sh/users/18094/osu
18095;kaedevil;China;-;-;0;5;0;0.6;0;0;2008-07-22T04:14:25.000Z;;0;0;676828;0,7728;23;99294;991;287;0;0;0;0;0;1;https://osu.ppy.sh/users/18095/osu
18096;alexray_old;China;-;-;0;0;0;7;0;0;2008-07-22T04:20:14.000Z;;0;0;2584784;0,8844;199;31979558;0;0;0;0;0;0;1;1;https://osu.ppy.sh/users/18096/osu
18100;g2004b;China;-;-;0;18;0;13;0;0;2008-07-22T04:53:50.000Z;;0;0;3981690;0,8743;366;38498099;22649;256;0;0;0;2;1;1;https://osu.ppy.sh/users/18100/osu
18101;FuZ3_old;United States;-;-;0;8;0;1.4;0;0;2008-07-22T04:57:53.000Z;;0;0;1463566;0,8247;39;3311118;824;95;0;0;0;0;0;0;https://osu.ppy.sh/users/18101/osu
18102;herotokami;United States;-;-;0;0;0;4;0;0;2008-07-22T05:00:53.000Z;;0;0;2543314;0,7488;101;8363930;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18102/osu
18104;Arekkusu_old;United States;-;-;0;0;0;2;0;0;2008-07-22T05:18:58.000Z;;1;0;467492;0,8189;46;3709976;106;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18104/osu
18108;MarissaEBA;United States;-;-;0;0;0;4;0;0;2008-07-22T05:48:22.000Z;;0;0;2061921;0,7846;109;7076000;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/18108/osu
18110;hihi_old;Hong Kong;-;-;0;57;2;126;0;0;2008-07-22T06:02:49.000Z;;0;0;141659008;0,8747;5647;1275753749;633219;732;17;1;3;4;12;16;https://osu.ppy.sh/users/18110/osu
18113;lhh_ah;China;-;-;0;0;0;2;0;0;2008-07-22T07:18:34.000Z;;0;0;1457684;0,7887;64;11097845;6332;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18113/osu
18115;lvxshering;China;-;-;0;0;0;3;0;0;2008-07-22T07:35:32.000Z;;0;0;109698;0,8019;96;1631128;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18115/osu
18116;ShadyGrim;United States;-;-;0;5;0;0.25;1;0;2008-07-22T07:41:30.000Z;;0;0;0;0;20;708664;779;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18116/osu
18120;ShinAnt;United States;-;-;0;0;0;4;0;0;2008-07-22T07:56:06.000Z;;0;0;1885152;0,7563;120;4692086;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18120/osu
18123;crazyblaze;Germany;-;-;0;0;0;4;0;0;2008-07-22T08:02:36.000Z;;0;0;4992592;0,7956;104;10389442;0;0;0;0;0;0;1;1;https://osu.ppy.sh/users/18123/osu
18124;thomsonng123;Hong Kong;-;-;0;14;0;4;0;0;2008-07-22T08:03:36.000Z;;0;0;9506141;0,8584;103;20691280;1779;126;0;0;0;0;0;7;https://osu.ppy.sh/users/18124/osu
18126;samdig02hk;Hong Kong;-;-;0;3;0;1.25;0;0;2008-07-22T08:04:16.000Z;;0;0;125493;0,5042;37;319293;75;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18126/osu
18128;Solid Snake_old;China;-;-;0;0;0;2;0;0;2008-07-22T08:10:32.000Z;;0;0;1539399;0,6307;49;3797468;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18128/osu
18136;myhandtel;Hong Kong;-;-;0;19;0;16;0;0;2008-07-22T08:30:11.000Z;;0;0;5354653;0,7922;445;46718173;11307;0;0;0;0;0;1;0;https://osu.ppy.sh/users/18136/osu
18137;l2aito;Mexico;-;-;0;28;0;41;0;0;2008-07-22T08:31:20.000Z;;0;0;40453164;0,8902;117;143319150;16375;354;0;0;2;0;16;27;https://osu.ppy.sh/users/18137/osu
18139;AAC_old;United States;-;-;0;0;0;0.13;0;0;2008-07-22T08:37:18.000Z;;2;0;0;0;4;7938;77;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18139/osu
18140;dereklwh;Hong Kong;-;-;0;0;0;3;0;0;2008-07-22T08:39:36.000Z;;0;0;730382;0,8344;82;4199818;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/18140/osu
18145;SuzakuKururugi;China;-;-;0;0;0;2;0;0;2008-07-22T08:52:25.000Z;;0;0;1373898;0,7088;54;3175666;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18145/osu
18146;flooder_old;China;-;-;0;12;0;14;0;0;2008-07-22T08:57:07.000Z;;0;0;832932;0,6058;377;12888477;802;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18146/osu
18147;eXtarkYa;France;-;-;0;26;1;12;0;0;2008-07-22T08:59:25.000Z;;0;0;31390438;0,9221;356;122447518;1125;383;0;0;0;0;8;23;https://osu.ppy.sh/users/18147/osu
18149;Mr_YoYo_old;Czechia;-;-;0;0;0;2;0;0;2008-07-22T09:02:35.000Z;;0;0;3019552;0,8221;69;7714502;0;0;0;0;0;0;2;2;https://osu.ppy.sh/users/18149/osu
18152;prudy_old;China;-;-;0;8;0;4;0;0;2008-07-22T09:03:22.000Z;;0;0;1073490;0,7255;136;3867950;3799;63;0;0;0;0;0;0;https://osu.ppy.sh/users/18152/osu
18153;h0788ko0211;Taiwan;-;-;0;8;0;2;0;0;2008-07-22T09:07:13.000Z;;0;0;1574299;0,7141;73;3623965;3481;92;0;0;0;0;0;1;https://osu.ppy.sh/users/18153/osu
18155;Quintow;United States;-;-;0;0;0;3;0;0;2008-07-22T09:09:15.000Z;;0;0;10666908;0,87;75;29399392;0;0;0;0;0;0;0;4;https://osu.ppy.sh/users/18155/osu
18157;sviolent;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T09:19:06.000Z;;0;0;1427612;0,8846;60;5394892;0;0;0;0;0;0;1;1;https://osu.ppy.sh/users/18157/osu
18164;yoruxkawase;Chile;-;-;0;0;0;4;0;0;2008-07-22T09:46:16.000Z;;0;0;3626220;0,8329;100;7483650;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18164/osu
18165;pedtzzz;Thailand;-;-;0;28;1;20;0;0;2008-07-22T09:48:55.000Z;;0;0;34965982;0,8895;605;145078190;47118;635;0;0;1;0;2;23;https://osu.ppy.sh/users/18165/osu
18168;kahoku_old;Hong Kong;-;-;0;13;0;4;1;0;2008-07-22T09:56:19.000Z;;0;0;7547448;0,8877;102;15607928;6197;179;0;0;0;0;1;9;https://osu.ppy.sh/users/18168/osu
18173;saberco;China;-;-;0;9;0;2;0;0;2008-07-22T10:26:45.000Z;;0;0;1884957;0,8452;63;4487669;3497;233;0;0;0;0;0;4;https://osu.ppy.sh/users/18173/osu
18174;CHIU2707;Hong Kong;-;-;0;0;0;8;0;0;2008-07-22T10:32:45.000Z;;0;0;11838593;0,8213;235;64185903;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18174/osu
18175;sleep25665;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T10:36:44.000Z;;0;0;2518886;0,83;46;3861424;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18175/osu
18177;TINGZSHADOW;Hong Kong;-;-;0;31;1;24;0;0;2008-07-22T10:36:51.000Z;;0;0;38461337;0,9396;1333;198349022;106129;487;0;0;4;1;25;25;https://osu.ppy.sh/users/18177/osu
18184;joef0x;Switzerland;-;-;0;15;0;8;0;0;2008-07-22T10:49:10.000Z;;0;0;5832032;0,7982;235;25179579;24538;105;0;0;0;0;0;3;https://osu.ppy.sh/users/18184/osu
18185;williamchong007;Hong Kong;-;-;0;13;0;6;0;0;2008-07-22T10:51:17.000Z;;0;0;9865314;0,8159;180;16122037;17268;237;0;0;0;0;2;4;https://osu.ppy.sh/users/18185/osu
18188;worminfo;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T10:53:02.000Z;;0;0;670633;0,6572;65;1881116;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18188/osu
18194;hahahon;Hong Kong;-;-;0;0;0;1.37;0;0;2008-07-22T11:03:15.000Z;;0;0;44435;0,773;38;2384606;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18194/osu
18199;Bomberx_old;France;-;-;0;38;16;30;1;0;2008-07-22T11:07:31.000Z;;0;0;112229282;0,8985;1014;366022060;154692;635;0;1;1;4;17;45;https://osu.ppy.sh/users/18199/osu
18200;xx176555838;China;-;-;0;0;0;9;0;0;2008-07-22T11:08:53.000Z;;0;0;20639863;0,8659;247;82870607;0;0;0;0;0;0;0;8;https://osu.ppy.sh/users/18200/osu
18204;supermms;Hong Kong;-;-;0;8;0;1.47;0;0;2008-07-22T11:12:19.000Z;;0;0;1940498;0,8188;41;3799706;2019;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18204/osu
18207;colloque;Hong Kong;1480109;12404;245;26;3;6;0;0;2008-07-22T11:17:11.000Z;;0;0;20895343;0,9388;258;123761867;22018;459;0;0;0;0;4;9;https://osu.ppy.sh/users/18207/osu
18209;Aikoto_old;Denmark;-;-;0;0;0;0.9;0;0;2008-07-22T11:25:13.000Z;;0;0;373128;0,7329;25;1146858;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18209/osu
18210;ngronald;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T11:27:35.000Z;;0;0;834264;0,7266;55;1591513;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18210/osu
18211;LCDM;Hong Kong;-;-;0;0;0;17;0;0;2008-07-22T11:27:56.000Z;;0;0;15521188;0,8838;466;109537988;1689;0;1;0;0;0;1;13;https://osu.ppy.sh/users/18211/osu
18216;Arnsal;Macau;-;-;0;0;0;22;0;0;2008-07-22T11:34:04.000Z;;0;0;6347480;0,9086;613;59398016;0;0;0;0;1;0;3;8;https://osu.ppy.sh/users/18216/osu
18218;inatami;Japan;-;-;0;0;0;0.93;0;0;2008-07-22T11:42:28.000Z;;0;0;1125226;0,827;26;1449978;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18218/osu
18221;Zyy_old;China;-;-;0;0;0;3;1;0;2008-07-22T11:49:59.000Z;;0;0;2780464;0,8405;77;5709280;53;0;0;0;0;0;0;2;https://osu.ppy.sh/users/18221/osu
18224;kill90137;China;-;-;0;0;0;15;0;0;2008-07-22T11:52:45.000Z;;0;0;18826904;0,8296;402;56880980;0;0;0;0;0;0;3;11;https://osu.ppy.sh/users/18224/osu
18225;captainlcm;Hong Kong;-;-;0;0;0;0.65;0;0;2008-07-22T11:53:57.000Z;;0;0;61998;0,6287;18;228404;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18225/osu
18229;monetseed;China;-;-;0;20;0;7;0;0;2008-07-22T11:59:24.000Z;;0;0;26485183;0,9324;208;57077354;26776;409;0;0;1;0;14;18;https://osu.ppy.sh/users/18229/osu
18232;inu-_old;Japan;-;-;0;0;0;2;0;0;2008-07-22T12:11:34.000Z;;0;0;1193206;0,8784;53;4490530;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18232/osu
18236;asttka;Japan;-;-;0;0;0;10;0;0;2008-07-22T12:18:54.000Z;;0;0;4049056;0,7779;272;23140994;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18236/osu
18240;Masaniah;France;-;-;0;8;0;2;0;0;2008-07-22T12:24:35.000Z;;0;0;1968925;0,7408;57;3433679;131;90;0;0;0;0;0;2;https://osu.ppy.sh/users/18240/osu
18248;cooku_old;China;-;-;0;23;0;7;0;0;2008-07-22T12:45:36.000Z;;0;0;9901268;0,8061;306;85876354;30114;379;0;0;0;0;2;3;https://osu.ppy.sh/users/18248/osu
18251;air4ever;Hong Kong;-;-;0;0;0;1.37;0;0;2008-07-22T12:50:15.000Z;;0;0;145564;0,7535;38;1984070;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18251/osu
18257;FutakiKanata;China;101292;1763;4825;100;28;795;298;0;2008-07-22T12:56:19.000Z;Mouse;180;0;26262576650;0,9873;58406;1,22337E+11;14838913;4592;91;1;96;8;1961;618;https://osu.ppy.sh/users/18257/osu
18261;luv_yui;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T13:05:47.000Z;;0;0;672598;0,8107;54;2426529;1089;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18261/osu
18262;MikoZ_old;Finland;-;-;0;0;0;4;1;0;2008-07-22T13:06:50.000Z;;0;0;782543;0,7313;117;4375643;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18262/osu
18268;MrKeL;Singapore;-;-;0;67;20;116;1;0;2008-07-22T13:16:41.000Z;;0;0;472644971;0,9365;594;2003651086;760374;778;4;0;0;1;28;97;https://osu.ppy.sh/users/18268/osu
18271;bobo0917;Japan;-;-;0;0;0;5;0;0;2008-07-22T13:40:29.000Z;;0;0;2659282;0,7736;132;13049349;11268;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18271/osu
18286;johnli1234;Hong Kong;-;-;0;0;0;3;0;0;2008-07-22T14:42:16.000Z;;0;0;55672;0,7842;70;2977006;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18286/osu
18287;neo1141985;Hong Kong;-;-;0;6;0;0.9;0;0;2008-07-22T14:42:34.000Z;;0;0;600386;0,6442;26;1975738;1026;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18287/osu
18288;ryouma_old;Japan;-;-;0;80;4;94;17;0;2008-07-22T14:42:39.000Z;Tablet;1;0;609267562;0,9118;6752;3458651547;1017599;777;0;0;1;0;60;158;https://osu.ppy.sh/users/18288/osu
18289;Snake55wildcat;United Kingdom;-;-;0;0;0;12;1;0;2008-07-22T14:43:14.000Z;;5;0;9033099;0,8833;328;41566235;0;0;0;0;0;0;2;15;https://osu.ppy.sh/users/18289/osu
18293;Mamia_old;Finland;-;-;0;23;0;21;0;0;2008-07-22T15:09:24.000Z;;0;0;25502160;0,8178;1131;82377717;95057;222;0;0;0;0;0;6;https://osu.ppy.sh/users/18293/osu
18294;XavierChan;Hong Kong;-;-;0;34;3;30;1;0;2008-07-22T15:09:52.000Z;;0;0;97042510;0,9334;1231;260119910;91655;467;7;0;2;1;20;89;https://osu.ppy.sh/users/18294/osu
18297;zebraclark;China;-;-;0;11;0;1.17;0;0;2008-07-22T15:16:26.000Z;;0;0;4061024;0,8628;64;10526466;7428;173;0;0;0;0;0;2;https://osu.ppy.sh/users/18297/osu
18300;Lolicon_old;Hong Kong;-;-;0;0;0;2;1;0;2008-07-22T15:20:56.000Z;;0;0;693442;0,67;63;2707594;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18300/osu
18303;hyde116;China;-;-;0;0;0;7;0;0;2008-07-22T15:27:12.000Z;;0;0;2397178;0,8567;194;22330532;0;0;0;0;0;0;1;0;https://osu.ppy.sh/users/18303/osu
18306;lemononmars;Thailand;-;-;0;0;0;5;0;0;2008-07-22T15:45:15.000Z;Mouse;0;0;1687792;0,7473;146;5063192;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18306/osu
18311;zeroyin;Hong Kong;-;-;0;0;0;2;0;0;2008-07-22T15:59:33.000Z;;0;0;1181479;0,7686;57;3622382;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18311/osu
18312;zzzholic;China;-;-;0;0;0;7;0;0;2008-07-22T16:02:15.000Z;;0;0;3232658;0,7251;191;9348440;7117;0;4;0;0;0;0;3;https://osu.ppy.sh/users/18312/osu
18313;water9264_old;Taiwan;-;-;0;14;0;5;0;0;2008-07-22T16:03:18.000Z;;0;0;2755940;0,815;152;19191577;981;154;0;0;0;0;1;1;https://osu.ppy.sh/users/18313/osu
18315;liuzheng119;China;-;-;0;20;0;16;0;0;2008-07-22T16:08:29.000Z;;0;0;17372378;0,8115;557;57876495;62356;155;0;0;0;0;1;7;https://osu.ppy.sh/users/18315/osu
18318;fireattack_old;China;-;-;0;58;5;83;13;0;2008-07-22T16:24:32.000Z;Mouse, Keyboard;1;0;468256352;0,93;3193;1303106912;544012;699;0;0;3;0;82;208;https://osu.ppy.sh/users/18318/osu
18321;Guiks_old;France;-;-;0;0;0;13;0;0;2008-07-22T16:32:54.000Z;;0;0;20789033;0,8554;358;35011286;0;0;0;0;0;0;3;16;https://osu.ppy.sh/users/18321/osu
18323;saiyuki2002;Thailand;-;-;0;0;0;5;0;0;2008-07-22T16:35:01.000Z;;0;0;808594;0,8716;151;14140310;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18323/osu
18324;lucia_irene;Macau;-;-;0;0;0;1.22;0;0;2008-07-22T16:36:22.000Z;;0;0;406796;0,5444;34;678834;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18324/osu
18329;LFen_old;China;-;-;0;22;1;10;1;0;2008-07-22T17:19:46.000Z;;0;0;12501317;0,8531;342;68536969;19192;0;0;0;0;0;1;10;https://osu.ppy.sh/users/18329/osu
18336;wohenlaoshia;China;-;-;0;0;0;3;0;0;2008-07-22T17:51:27.000Z;;0;0;1004324;0,874;77;4206748;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18336/osu
18337;memech_old;France;-;-;0;15;9;6;0;0;2008-07-22T17:57:58.000Z;;0;0;7687866;0,9069;168;21770956;10716;238;0;0;0;0;9;8;https://osu.ppy.sh/users/18337/osu
18340;Kagami_old;United States;-;-;0;21;1;2;2;0;2008-07-22T18:16:35.000Z;;1;0;48384276;0,9286;81;60577785;628;428;0;0;1;0;11;16;https://osu.ppy.sh/users/18340/osu
18341;The Idler;Finland;-;-;0;0;0;2;0;0;2008-07-22T18:26:26.000Z;;1;0;1079026;0,7419;52;4889156;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18341/osu
18342;yygymjgw;China;-;-;0;0;0;1.18;0;0;2008-07-22T18:40:47.000Z;;0;0;91174;0,7333;33;775552;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18342/osu
18343;silver28_old;United States;-;-;0;0;0;4;0;0;2008-07-22T18:42:12.000Z;;0;0;1345604;0,8269;100;6811008;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/18343/osu
18344;amom_old;Brazil;-;-;0;82;4;124;5;0;2008-07-22T18:51:33.000Z;;0;0;879283898;0,9743;4469;3773698345;356174;1805;172;3;9;5;119;84;https://osu.ppy.sh/users/18344/osu
18345;DarkMoon_old;Finland;-;-;0;57;3;127;0;0;2008-07-22T18:57:34.000Z;;0;0;50444460;0,8799;4017;1257456698;303199;1043;4;0;1;0;8;8;https://osu.ppy.sh/users/18345/osu
18354;Eris_old;Italy;-;-;0;42;0;69;0;0;2008-07-22T19:38:08.000Z;;0;0;87292125;0,9326;1914;486012654;85296;0;0;0;0;0;17;35;https://osu.ppy.sh/users/18354/osu
18355;Pukli_old;Finland;-;-;0;16;1;2;0;0;2008-07-22T19:45:10.000Z;;0;0;13342083;0,8268;101;26383113;12425;500;0;0;0;0;1;4;https://osu.ppy.sh/users/18355/osu
18356;SayaAzn74;France;-;-;0;48;8;42;1;0;2008-07-22T19:48:15.000Z;;0;0;200259322;0,9274;1923;755033325;190377;992;0;0;0;0;33;67;https://osu.ppy.sh/users/18356/osu
18357;saarimann;Germany;-;-;0;0;0;5;0;0;2008-07-22T19:50:51.000Z;;0;0;1028497;0,9255;135;9465646;0;0;1;1;0;0;1;0;https://osu.ppy.sh/users/18357/osu
18358;faryoung2007;China;-;-;0;38;1;26;0;0;2008-07-22T20:15:47.000Z;;0;0;52899426;0,8736;1209;358945065;160743;422;0;0;0;0;6;20;https://osu.ppy.sh/users/18358/osu
18359;TheV_old;Chile;-;-;0;52;3;108;1;0;2008-07-22T20:37:58.000Z;;1;0;333624074;0,9601;331;955178778;224362;575;6;1;35;7;219;100;https://osu.ppy.sh/users/18359/osu
18360;tetumaru_old;Japan;-;-;0;13;0;1.4;0;0;2008-07-22T20:46:11.000Z;;0;0;4368978;0,8494;92;15053552;8494;173;0;0;0;0;3;2;https://osu.ppy.sh/users/18360/osu
18361;Tsutsu_old;Finland;-;-;0;0;8;43;0;0;2008-07-22T20:53:42.000Z;;0;0;102847027;0,9467;1193;297929148;148821;0;0;0;5;0;41;55;https://osu.ppy.sh/users/18361/osu
18364;Tip_old;Brazil;-;-;0;0;0;2;0;0;2008-07-22T21:48:16.000Z;;0;0;3933238;0,8537;42;9222697;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18364/osu
18367;renkis_old;Australia;-;-;0;0;0;4;0;0;2008-07-22T23:17:40.000Z;;0;0;3131608;0,8523;105;13325520;0;0;0;0;0;0;0;3;https://osu.ppy.sh/users/18367/osu
18372;yaoer520;China;-;-;0;0;0;3;0;0;2008-07-23T00:42:19.000Z;;0;0;146018;0,5823;93;853384;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18372/osu
18374;Rachiko_old;United States;-;-;0;0;0;13;0;0;2008-07-23T00:51:35.000Z;;0;0;2514734;0,8063;352;14291754;0;0;0;0;0;0;0;1;https://osu.ppy.sh/users/18374/osu
18375;24117444;China;-;-;0;11;2;9;0;0;2008-07-23T00:52:22.000Z;;0;0;2879436;0,8147;276;10751328;289;113;0;0;1;0;0;1;https://osu.ppy.sh/users/18375/osu
18376;Hime_old;China;-;-;0;0;0;0.57;0;0;2008-07-23T00:59:31.000Z;;0;0;427948;0,6477;16;85222;184;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18376/osu
18377;lunlun913;Hong Kong;-;-;0;0;0;1.37;0;0;2008-07-23T01:10:59.000Z;;0;0;1036546;0,8502;38;3306392;95;0;0;0;0;0;1;0;https://osu.ppy.sh/users/18377/osu
18378;sch9394;China;-;-;0;12;1;3;0;0;2008-07-23T01:34:04.000Z;;0;0;8856926;0,8848;94;13135626;6306;120;0;0;0;0;1;12;https://osu.ppy.sh/users/18378/osu
18379;gw3317240841;China;-;-;0;16;0;5;0;0;2008-07-23T01:37:17.000Z;;1;0;6984700;0,8246;135;26708104;119;0;0;0;0;0;0;4;https://osu.ppy.sh/users/18379/osu
18380;yoshi-warrior;United States;-;-;0;0;0;2;0;0;2008-07-23T01:43:12.000Z;;0;0;6879412;0,882;66;19979208;30;0;0;0;0;0;1;5;https://osu.ppy.sh/users/18380/osu
18382;Runa_old;Japan;-;-;0;0;0;2;0;0;2008-07-23T01:48:20.000Z;;0;0;3266138;0,8295;45;15957810;0;0;0;0;0;0;0;0;https://osu.ppy.sh/users/18382/osu
18386;chrisg347;United Kingdom;-;-;0;0;0;0.72;0;0;2008-07-23T02:04:38.000Z;;0;0;433266;0,8885;20;1041954;0;0;0;0;0;0;0;2;https://osu.ppy.sh/users/18386/osu
18389;GPZrag;Peru;-;-;0;29;0;37;0;0;2008-07-23T02:36:45.000Z;;1;0;17973969;0,817;1047;175259476;3679;288;0;0;0;0;0;2;https://osu.ppy.sh/users/18389/osu
18390;eoa1986;China;-;-;0;11;0;5;0;0;2008-07-23T02:45:23.000Z;;0;0;2338316;0,8237;142;8835180;1943;286;0;0;0;0;0;4;https://osu.ppy.sh/users/18390/osu
18393;orianag;Venezuela;-;-;0;24;0;27;0;0;2008-07-23T03:05:34.000Z;;0;0;31311883;0,9178;741;97458368;18749;0;0;1;1;4;11;35;https://osu.ppy.sh/users/18393/osu
18394;sd781542;China;-;-;0;11;0;7;0;0;2008-07-23T03:05:44.000Z;;0;0;2529748;0,7508;201;8759474;8317;51;0;0;0;0;0;0;https://osu.ppy.sh/users/18394/osu
18396;jandeguz;Philippines;-;-;0;13;1;6;0;0;2008-07-23T03:20:24.000Z;;0;0;4220248;0,7523;178;14455214;89;38;0;0;0;0;0;0;https://osu.ppy.sh/users/18396/osu
18398;ooooko;China;-;-;0;21;0;15;0;0;2008-07-23T03:37:58.000Z;;0;0;12300618;0,9062;421;61275621;15581;92;0;0;0;0;3;8;https://osu.ppy.sh/users/18398/osu
